pub_identity,pub_deletion,place,name,address,latitude,longitude,category,station_identity,area_identity
cf5bc9ca-01c3-43e1-8b44-89b0cd5eac28,False,ChIJqeYp3NIEdkgRl9hMI8pRL8U,Barrafina,"26-27 Dean St, London W1D 3LL, UK",51.5141109137758,-0.1326674222946167,restaurant,a2fa95a7-428a-414b-a249-9e8d4a8aa9bd,1676a419-f2d0-4bf4-a5ae-569fea25e991
0027d4bf-8c57-473e-aa7e-33a3b1b1d95b,False,ChIJP-zaZbqh2EcRhNdANKcXmyU,The Gardeners Arms,"103 York Hill, Loughton IG10 1RX, UK",51.6544539040435,0.0599956512451171,bar,f06cb191-eeb2-4e39-9300-674af0a4be4b,fa6b3525-c4d4-4a9c-b10c-6f097fa658ec
b677a674-7b32-454b-9c52-cfb01f5f038e,False,ChIJSe-ijOAbdkgR--NS4CB86_A,MEATliquor,"37-38 Margaret St, London W1G 0JF, UK",51.51615469999999,-0.1428688,restaurant,7d6570e0-c264-4105-a26e-7864393b92ed,1676a419-f2d0-4bf4-a5ae-569fea25e991
5e7a2cf0-e9bc-4fc8-818b-763244375ebf,False,ChIJK7VnItUadkgRIKtptwcYHNw,Swingers Crazy Golf,"15 John Prince's St, London W1G 0AB, UK",51.51597539999999,-0.1434136,Bar,7d6570e0-c264-4105-a26e-7864393b92ed,632602fe-f847-4e12-9e03-31e3d22aa344
52c555f4-007f-4dd1-9d75-a0dfc38425ad,False,ChIJ-bg_WdYadkgRD-AagbO6NpE,Kibele Restaurant,"175-177 Great Portland St, London W1W 5PJ, UK",51.5218837,-0.1436869,bar,bdfe61ed-df50-4024-bdee-a23591f45736,f25607ca-ec88-46dc-a1f3-b8dedd3e5ca3
dc3dc762-de64-421e-bc0b-e861e3766ae2,False,ChIJZbyzWY8ddkgR7-HeGK0g2E0,Laurels On The Roof,"45 Curtain Rd, London EC2A 3PT, UK",51.52367839999999,-0.0805613999999999,restaurant,08d27125-da1f-4d06-bdc3-ee4604a498d0,480fafaa-7b2b-4282-a14f-e226e0b20922
c7223326-661e-49ed-a0b2-da5bd4758508,False,ChIJO5NM4aUcdkgR-XrNmE-75f8,Nightjar,"129 City Rd, London EC1V 1JB, UK",51.52652471172488,-0.0877377390861511,bar,1cd39885-66f1-47e2-8948-eb468ad78c3f,480fafaa-7b2b-4282-a14f-e226e0b20922
fc50544d-d56e-4358-92a2-38a33aae5071,False,ChIJx-qWEgAbdkgR0D05nwBzcuc,Caravan Fitzrovia,"152 Great Portland St, London W1W 6AJ, UK",51.520775531168496,-0.1427659392356872,restaurant,bdfe61ed-df50-4024-bdee-a23591f45736,f25607ca-ec88-46dc-a1f3-b8dedd3e5ca3
610d6a7a-b922-4a4a-9302-6cdd869ce4f5,False,ChIJPZQrmoEbdkgRYkei5lsTuCc,The Gunners,"204 Blackstock Rd, London N5 1EN, UK",51.55893349820196,-0.0987830758094787,Bar,2ba058c6-bdcf-4144-bb4a-315a93adfd29,8e74a1f3-b8fc-4986-a520-0884eb581cb7
9ad4bece-d79b-44b3-9c2d-d57747e6c960,False,ChIJfwHrbIocdkgRAg-XAwbc1ms,Yucatan Bar,"121 Stoke Newington Rd, London N16 8BT, UK",51.55592012763324,-0.0748631358146667,bar,2a829aac-cd42-4f92-bb27-7417ea56f4fd,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
