pub_identity,detail,monday,tuesday,wednesday,thursday,friday,saturday,sunday,brunch,dart,entertain,favourite,garden,history,late,music,pool,quiz,roast,sport
9a0fe706-c6f5-4caf-8916-9455700a81f6,Afro-Caribbean shish bar and restaurant. Wed: bottomless bubbles,,,,,,,,,,,,,,,,,,,
9a32f0a7-3092-4ecc-8701-f72b367ac93c,Traditional pub,,,,,,,,,,,,,,,,,,,
9a568f0a-5ac4-4223-ac0f-aa40b9e80213,Cocktail bar,,,,,,,,,,,,,,,,,,,
9a80a623-9382-462c-babf-009110a1d804,Digital darts,,,,,,,,,,,,,,,,,,,
9b12f0b5-d10c-4d43-8f44-b5601fa510be,Ale pub,,,,,,,,,,,,,,,,,,,
9b132499-96eb-417c-af3d-9f364172ef33,Colourful pub with accommodation. Tue 8.30pm quiz. Fri-Sun live music,,,,,,,,,,,,,,,,,,,
9b2e6647-660e-43d8-9e27-a5f06b0ddb54,Tue board games. Atrium dining and various events,,,,,,,,,,,,,,,,,,,
9b5c6aa8-437d-4ea5-8464-315a27f9d6a8,Unique looking pub,,,,,,,,,,,,,,,,,,,
9b7c0aba-1eb5-4006-887b-d7903b0a566d,Unique facade ,,,,,,,,,,,,,,,,,,,
9b9b6041-bbce-42df-b25f-a012a5a8b635,City bar,,,,,,,,,,,,,,,,,,,
9bb7e86c-ca97-4f53-a349-ebf4a118342f,Tue 8pm quiz. Fri live music,,,,,,,,,,,,,,,,,,,
9c740bf3-dcaa-41e7-8783-c1658f369c19,Unique facade ,,,,,,,,,,,,,,,,,,,
9c8bcfc9-5b8e-40a1-9772-86dcb8eac3da,Traditional pub,,,,,,,,,,,,,,,,,,,
9c93bcb5-03c4-4b75-9138-70659d32544b,Outdoor seating,,,,,,,,,,,,,,,,,,,
9cbd4a94-74c1-4848-a59d-26bf708c61db,Sun 7pm quiz and some live music,,,,,,,,,,,,,,,,,,,
9cc8f7a4-28c9-4e3e-9a03-b2d78ab4f09f,Beer garden with retractable roof,,,,,,,,,,,,,,,,,,,
9cd250f7-f340-4f1b-a8bd-452d2489fdc7,Grand pub with dining,,,,,,,,,,,,,,,,,,,
9cfa8cef-6b6d-4908-8a49-26dc32ae9cc0,Contemporary bar/restaurant,,,,,,,,,,,,,,,,,,,
9d5bc568-a41e-4313-a875-2a65f4ec3ef2,Outdoor seating,,,,,,,,,,,,,,,,,,,
9d834e48-f83d-4419-9899-e4b3b9a3dc69,Games room,,,,,,,,,,,,,,,,,,,
9db877d6-295c-4dd5-a43d-542c3d5be25e,Great decor,,,,,,,,,,,,,,,,,,,
9dca8f6b-f963-4d79-979b-d468162ed14b,Classic pub,,,,,,,,,,,,,,,,,,,
9e6a558a-b9ba-49c4-ab9b-a15419070fde,Sun 7pm quiz,,,,,,,,,,,,,,,,,,,
9e9a798f-92a8-4846-9d34-e04ab3e820d5,Riverside pub with fine dining and occasional quiz nights,,,,,,,,,,,,,,,,,,,
9ec7097c-39ac-42b0-8135-3817ce8b581f,Classic pub,,,,,,,,,,,,,,,,,,,
9ed0b369-18f3-45e5-b53e-028a2747cfa8,Theme dinner evening,,,,,,,,,,,,,,,,,,,
9ef6ec94-22db-42f1-adec-3dbfa75ad592,Karaoke,,,,,,,,,,,,,,,,,,,
9f2df78c-a1c4-4070-88da-8ba2d8bbe87d,Quirky inside,,,,,,,,,,,,,,,,,,,
9f7d5055-61c1-41ab-be5a-3c8740825f72,Traditional pub,,,,,,,,,,,,,,,,,,,
9f9c3c5e-8bc4-4f8a-adc1-1465edc723d1,Mediterranean food,,,,,,,,,,,,,,,,,,,
9fb9e451-6e05-4804-9e9c-a41156ba4d6d,Traditional pub,,,,,,,,,,,,,,,,,,,
a0c4ae53-2f88-4072-93a6-b13da9412fe9,Weatherspoons,,,,,,,,,,,,,,,,,,,
a200a385-ff70-45dc-9adf-9510a1987cca,City bar,,,,,,,,,,,,,,,,,,,
a25aa1c3-6e88-463f-a532-e5c6741cc6e3,Classic pub,,,,,,,,,,,,,,,,,,,
a28b9b6b-b92c-491c-b241-269104e4b20c," Board game tournaments. Regular films, open mic, comedy and drag. ",,,,,,,,,,,,,,,,,,,
a291e7bb-abb2-41c7-abb5-64b370b5c51c,Classic pub with dining and outdoor seating.,,,,,,,,,,,,,,,,,,,
a2e88552-9cc0-48d5-bb3f-e39cc0006313,Modern bar with outdoor seating,,,,,,,,,,,,,,,,,,,
a37b38ba-4deb-4930-beaf-e29d4faa1a8e,Sunday night music,,,,,,,,,,,,,,,,,,,
a39b6beb-b087-40ec-878b-9697d602e4e8,Outdoor seating. Pet wall of fame,,,,,,,,,,,,,,,,,,,
a3a2ec56-acd3-45c6-9340-4dfacf8333cb,Shuffleboard with Sunday live music,,,,,,,,,,,,,,,,,,,
a406bcc7-0efb-4c7d-af97-eb24246d24bf,Classic pub,,,,,,,,,,,,,,,,,,,
a6051ad8-fefb-4d7e-925f-13cdcb16b73b,Behind shop front,,,,,,,,,,,,,,,,,,,
a617848d-fd1a-40c8-b6e3-9f92126c8bd4,Outdoor seating,,,,,,,,,,,,,,,,,,,
a64b8bef-215f-4f25-aeb7-5aefcf828486,Traditional pub,,,,,,,,,,,,,,,,,,,
a6c70aaa-c0c0-4548-9583-7cb454a56cdb,Wed theatre,,,,,,,,,,,,,,,,,,,
a7006cf2-0f00-497c-a8dc-3d6729381820,Racing driving simulation,,,,,,,,,,,,,,,,,,,
a760c277-aa87-4a25-b811-a6476503acf6,"Tues:steak night, Wed:unlimited wings",,,,,,,,,,,,,,,,,,,
a81d00e5-7e30-4a8d-a012-acadc43c01b0,Fri live music. Sat DJs. Occasional comedy. Sun closed,,,,,,,,,,,,,,,,,,,
a8467bfa-1f5e-482c-96d3-0e2206aa81c2,Basement music venue,,,,,,,,,,,,,,,,,,,
a848c17e-a4f9-4d91-953f-e3a0442040d1,Outdoor seating,,,,,,,,,,,,,,,,,,,
a869327b-e950-498e-8e26-2fd0a9bfcf5e,Tues 7.30pm quiz. Huge dining conservatory,,,,,,,,,,,,,,,,,,,
a89a85f1-3fa7-4d38-9d21-19044982d2b1,Outdoor seating,,,,,,,,,,,,,,,,,,,
a89e3f76-afa6-4c4a-96f4-2fbda8ffaa54,Wed 8pm quiz,,,,,,,,,,,,,,,,,,,
a93794d4-f12c-4508-bcec-b79097d8b5de,Classic pub,,,,,,,,,,,,,,,,,,,
a941296b-15b9-4a8f-8396-088d7bbcd1ba,Famous pub with fine dining,,,,,,,,,,,,,,,,,,,
a9f0a007-62eb-47ab-b1bc-b893208a1c06,Wed quiz. Thur comedy,,,,,,,,,,,,,,,,,,,
aacbc803-7d43-40b9-ad14-da1cf55de22f,Traditional pub,,,,,,,,,,,,,,,,,,,
aae5bfb3-9a38-4bbc-beab-32ec07e1fd9e,Outside tables,,,,,,,,,,,,,,,,,,,
ab382c1c-2aab-44fe-9f71-7a0aa26aed92,Jazz everyday,,,,,,,,,,,,,,,,,,,
abf8bc80-06ed-4fbd-95f5-69aaea242fe5,Arcade games,,,,,,,,,,,,,,,,,,,
ad01716e-2623-4e4b-bcfe-ff91b14b2927,Mon/Thur/Sun comedy without outside seating,,,,,,,,,,,,,,,,,,,
ad2bbf86-9982-4180-a815-6e0b075eba1c,Classic pub,,,,,,,,,,,,,,,,,,,
ad5b38ca-7444-4e94-8f17-93dd1826bec2,Virtual reality experience,,,,,,,,,,,,,,,,,,,
ad92a845-98eb-4307-b634-0352e47375bb,Sat live music,,,,,,,,,,,,,,,,,,,
ae3acdb6-5195-4db8-8ac8-0815234d7f33,Fri & Sat music,,,,,,,,,,,,,,,,,,,
ae591583-747e-46be-8bbe-986fb220f09b,Members working mens club,,,,,,,,,,,,,,,,,,,
ae6dfbf2-a16e-40f6-9ff8-6133fa2f49ae,Tue quiz night,,,,,,,,,,,,,,,,,,,
ae73f483-7e7c-44b4-9822-6a370e265de9,Rooftop,,,,,,,,,,,,,,,,,,,
af0953b2-f0f8-4688-88ae-2eab8ee11748,Table tennis,,,,,,,,,,,,,,,,,,,
afd355ac-6e0e-4a67-8e2d-18769b909abb,Riverside pub with Mon 7.30pm quiz,,,,,,,,,,,,,,,,,,,
b04f1ea2-c615-4947-8641-9dabdf439140,Foods pairing courses,,,,,,,,,,,,,,,,,,,
b05dbaeb-9042-4ace-b990-4c50f72a3cfc,Tue 8pm quiz. 2nd Thur drag bingo. Outdoor seating,,,,,,,,,,,,,,,,,,,
b088ce95-c5f2-4afe-a1d4-9245e5690ac6,Arcade games,,,,,,,,,,,,,,,,,,,
b0d3a863-f1fa-4d58-9936-c09995a3c636,TBC,,,,,,,,,,,,,,,,,,,
b20e073f-f317-40d8-9bfc-6b873e64ed9d,Sun closed,,,,,,,,,,,,,,,,,,,
b22a8a03-1b58-4aba-b2c8-1098315cfeda,Outdoor seating,,,,,,,,,,,,,,,,,,,
b29eb1ff-292d-425a-bdca-d017c819f7f8,Sun 8pm quiz,,,,,,,,,,,,,,,,,,,
b2d52630-79bf-457d-98f8-e7bf1de62b39,Traditional pub,,,,,,,,,,,,,,,,,,,
b3535775-8013-4c4e-b5ff-a83d05668a2c,Thur open mic. Sat live music. Sun 7pm quiz,,,,,,,,,,,,,,,,,,,
b38678b1-85a6-418e-8741-4957ee3f7f5c,Mon/Tue closed,,,,,,,,,,,,,,,,,,,
b45e6e65-2243-42a6-870f-e94cc00e0c19,Classic pub,,,,,,,,,,,,,,,,,,,
b47419d0-3ac1-4cce-b89c-d8ff486c24eb,Cocktail bar,,,,,,,,,,,,,,,,,,,
b4bfcf5b-a2f7-4a22-ba3d-6acacb40d59a,Cocktail bar,,,,,,,,,,,,,,,,,,,
b4c949fd-a94d-49e1-997e-659ac70f6081,Outdoor seating,,,,,,,,,,,,,,,,,,,
b5a20b56-13dc-4707-a4b2-f381927d863b,Sun 7pm quiz,,,,,,,,,,,,,,,,,,,
b5a2c34a-55bc-4845-8a76-6e98db66aaf8,City pub,,,,,,,,,,,,,,,,,,,
b6547495-27e9-4562-9b13-89d0be8007c0,No food,,,,,,,,,,,,,,,,,,,
b661c685-8e84-46d3-8c88-4bebf01edacb,Outdoor seating. Wed 7.30pm quiz.,,,,,,,,,,,,,,,,,,,
b6b8e759-b519-43ee-9bdc-bebaa7bef1c8,Some live music and quiz nights,,,,,,,,,,,,,,,,,,,
b7f16ea4-7f50-4d2c-bc48-46cddf0984c0,Quirky bar. Sunday 5pm quiz. Mon-Wed closed.,,,,,,,,,,,,,,,,,,,
b8008c1f-9c21-46e9-9d45-6ea226c5cedb,Brewery tours and Thurs live music,,,,,,,,,,,,,,,,,,,
b84b6793-23f9-422e-bd98-6d4b1de1d6aa,Rooftop bar with adjoining sauna,,,,,,,,,,,,,,,,,,,
b90ca522-14fd-4d2a-96f2-59935e0066cb,TBC,,,,,,,,,,,,,,,,,,,
b912402e-627d-43e8-83ff-b7604706a5c7,Modern bar with pies,,,,,,,,,,,,,,,,,,,
b948ebf2-4ed4-4188-afdd-8d4daf242706,Weatherspoons,,,,,,,,,,,,,,,,,,,
b953b279-995b-4f94-81a5-b201be523aa1,Outdoor seating,,,,,,,,,,,,,,,,,,,
b96faccc-34f7-4499-b3c4-9fc4b208ff34,Thurs piano or jazz,,,,,,,,,,,,,,,,,,,
b97c49e9-c8a8-40f6-b7be-5604e201548a,Wed 8pm quiz,,,,,,,,,,,,,,,,,,,
b9c0b467-4b1f-40f5-bbdb-39fb34fe9102,Classic pub,,,,,,,,,,,,,,,,,,,
b9f54374-667d-4707-9e63-ca4802154f9a,Traditional pub,,,,,,,,,,,,,,,,,,,
ba02de58-64f6-417e-a6f2-6cae49ac3827,Traditional pub,,,,,,,,,,,,,,,,,,,
ba0800b7-647d-425f-8089-6507c417b099,TBC,,,,,,,,,,,,,,,,,,,
ba80cc96-10c6-4a81-b064-939b49818c4e,Botanical bar with occasional live music performances,,,,,,,,,,,,,,,,,,,
bac90b1c-9d1f-444e-b04d-f4cc4e6c80ca,Karaoke hire. Closed Sun,,,,,,,,,,,,,,,,,,,
bb7965da-eb3b-4807-a947-5f3291f4a4af,Hotel cocktail bar,,,,,,,,,,,,,,,,,,,
bc32e738-6d62-4be7-bf42-a447723bf076,4.2,,,,,,,,,,,,,,,,,,,
bcb5569d-e16c-4959-985e-0e52ab7d293f,Monday 7.45pm Quiz,,,,,,,,,,,,,,,,,,,
bcc7baad-dc82-445e-9fd1-8016f441f5a1,Traditional pub,,,,,,,,,,,,,,,,,,,
bd3d76b8-8795-4321-85f9-39a8397e5fdb,Sun 7pm quiz,,,,,,,,,,,,,,,,,,,
bd3e47c7-f76a-4998-9bbd-167e68d1ee42,Live music most nights. Pub with Malaysian food,,,,,,,,,,,,,,,,,,,
bd91ccd3-b983-4477-a300-f8916dc45c1d,Shuffle board,,,,,,,,,,,,,,,,,,,
be392cbb-c520-4bf8-b2bc-af0185a610e1,Mon 7pm quiz. Karaoke hire,,,,,,,,,,,,,,,,,,,
be442317-97c2-4b63-9acf-bdfd85f186a0,Tues: board games. Wed: 8pm quiz. Riverside view.,,,,,,,,,,,,,,,,,,,
be46df09-fe27-4e4e-b0ef-eb96acb62ce8,TBC,,,,,,,,,,,,,,,,,,,
be73a1f9-62cc-470a-955b-094c4b734938,Gay friendly bar. Mon/Tue closed,,,,,,,,,,,,,,,,,,,
be862e4d-289c-4650-ba61-f39180d99712,Weekend only,,,,,,,,,,,,,,,,,,,
be8eb9ff-1018-4efd-8d78-984e50ed2365,Traditional pub,,,,,,,,,,,,,,,,,,,
bea4c452-ce54-41a3-beaf-8ca6e2d133a8,Riverside pub,,,,,,,,,,,,,,,,,,,
beb70c0a-8a4c-4c39-b220-46b5a16cdb8c,Modern pub,,,,,,,,,,,,,,,,,,,
bedb5f88-f233-497d-8e1c-f8e553a47d67,0,,,,,,,,,,,,,,,,,,,
bf525a4f-4c2f-42cb-9ecd-1513e1decf68,"Tue: pottery, Sun: music, kayak hire",,,,,,,,,,,,,,,,,,,
bf961439-ab47-47bc-a3f0-b1aba8ffaa4f,Classic pub,,,,,,,,,,,,,,,,,,,
bfbc7812-741b-443c-b9d7-a737434aee94,Traditional pub,,,,,,,,,,,,,,,,,,,
bfe9cb5f-28a3-45b0-94dd-9e0a55860a1e,Tue:open mic. Sun:8pm quiz,,,,,,,,,,,,,,,,,,,
bffe873c-6ab4-44b2-9dbe-7711388e05eb,Traditional pub,,,,,,,,,,,,,,,,,,,
c00317f7-3f5a-4b01-9f11-4833c28b0d2a,Modern bar with outdoor seating,,,,,,,,,,,,,,,,,,,
c0120f51-ab4c-476d-bd91-4d5f246e9074,Table tennis and table football. Closed Sun-Tue,,,,,,,,,,,,,,,,,,,
c08f2b51-f079-4dfd-b6df-8a1a9a8f15c3,Traditional pub,,,,,,,,,,,,,,,,,,,
c090169c-1d66-4cfc-9e3c-50a809591626,Bar snacks only,,,,,,,,,,,,,,,,,,,
c0bcde91-19f3-4668-a350-21136331e28d,Classic pub,,,,,,,,,,,,,,,,,,,
c1044c8f-4f99-4056-8d6a-c0ada8f65bb8,Tue: jazz. Sat; live music,,,,,,,,,,,,,,,,,,,
c1780172-c0ae-4986-9870-c1f41d07186a,Hotel and events venue,,,,,,,,,,,,,,,,,,,
c1f966e4-2396-4607-bf7c-638fe4f68399,City bar,,,,,,,,,,,,,,,,,,,
c26bd2e6-40d3-48c8-9d1e-9d4fd4af3231,Mon 8pm quiz,,,,,,,,,,,,,,,,,,,
c2d548eb-fa0d-4685-ad65-298a326e7095,Rooftop bar with DJs,,,,,,,,,,,,,,,,,,,
c3268e1a-374b-4713-9326-f524d2f4ca87,Dining room and outdoor seating,,,,,,,,,,,,,,,,,,,
c39dc71f-10e9-49de-8ee2-d4327dbf23e4,Great decor with Thur sing-a-long,,,,,,,,,,,,,,,,,,,
c39e7404-5f5c-4ebf-adaa-3412cb3f1a61,Wed 8pm quiz,,,,,,,,,,,,,,,,,,,
c5750a08-a2e0-4957-9628-b7425700ea90,Brewery tours. Mon-Wed closed,,,,,,,,,,,,,,,,,,,
c5cb1688-bfcf-4cbb-a416-380acea1923f,Traditional pub,,,,,,,,,,,,,,,,,,,
c5ec367b-daee-471d-9d22-052771185713,Karaoke,,,,,,,,,,,,,,,,,,,
c650c468-2d0a-4c47-910c-131f0ad077e9,Wed/Thurs live music,,,,,,,,,,,,,,,,,,,
c6593047-e70c-4bd2-a82e-c0ed8f250269,Outdoor seating,,,,,,,,,,,,,,,,,,,
c6a3924f-4677-41aa-8abb-b6f330655602,Pub with accommodation,,,,,,,,,,,,,,,,,,,
c6dc0911-17ad-48e9-8574-4aa107f434c4,Tue 8pm poker. Thur 8.30pm quiz. Sun live music,,,,,,,,,,,,,,,,,,,
c7223326-661e-49ed-a0b2-da5bd4758508,Jazz and blues every night,,,,,,,,,,,,,,,,,,,
c73c73e4-aefa-48fd-aaa7-c2abdae3aaf5,Wed 8pm quiz and drag nights,,,,,,,,,,,,,,,,,,,
c7e41c6b-81d4-411c-b051-3447583813fe,Thur & Sun music. Outdoor seating,,,,,,,,,,,,,,,,,,,
c842ceb4-a74b-43d4-8441-3adbbd4daf8d,Tue games night. Wed quiz night. Fri/Sat live music ,,,,,,,,,,,,,,,,,,,
c850db37-4d0b-41de-8e41-eb3f812a2e4b,Foody pub,,,,,,,,,,,,,,,,,,,
c85d9111-5376-444d-aadd-6959fe11f72d,Sat murder mystery,,,,,,,,,,,,,,,,,,,
c898bd8c-d5b4-4bb5-819b-d80378ecbd70,Table football. Karaoke hire. Outdoor seating,,,,,,,,,,,,,,,,,,,
c8b2ead4-dd72-4b65-b9ae-8960507b3ecb,Rooftop with accomodation,,,,,,,,,,,,,,,,,,,
c94d0f45-43a1-4653-9c13-3ccd1c5945f1,Classic pub with great decor,,,,,,,,,,,,,,,,,,,
c966c188-cb5e-4d6f-9e1a-c6e73f8dfbc5,Comedy night. Outdoor seating with views of the park,,,,,,,,,,,,,,,,,,,
c997af44-8b84-43df-b0d4-91a4479649ca,Regular comedy. Tue quiz. Accommodation,,,,,,,,,,,,,,,,,,,
c9a47e3c-2575-4575-a2c0-869a98cdfb6e,Rooftop bar,,,,,,,,,,,,,,,,,,,
c9cb2f10-838b-400b-aaa9-a2a2a4defe64,Wed 8pm quiz. Jazz Sundays. Outdoor seating,,,,,,,,,,,,,,,,,,,
c9f7df01-abab-4555-a88e-26b323912bb7,Mon 7.30pm quiz,,,,,,,,,,,,,,,,,,,
cb8b3078-6cff-48dc-a629-5b562730874c,Daily live jazz,,,,,,,,,,,,,,,,,,,
cb9c11de-61f1-4583-a8eb-4b7a9d89f912,Classic pub,,,,,,,,,,,,,,,,,,,
cbf845e6-0b18-4153-a87c-a916cef54fab,Various events,,,,,,,,,,,,,,,,,,,
cce40d2c-4f59-49c1-8be3-5d51b33a6163,Prison cell tours and board games. Outdoor seating,,,,,,,,,,,,,,,,,,,
cd2b49a2-048e-4ce7-abeb-df570f2320ec,Thur 7pm quiz,,,,,,,,,,,,,,,,,,,
cda9928e-ee30-4c1d-a992-327d64725d81,Wed comedy / film. Thur open mic. Occasional quiz,,,,,,,,,,,,,,,,,,,
cdece2d6-cd2d-48bd-be70-2317db1ef773,Weatherspoons,,,,,,,,,,,,,,,,,,,
cdfb2c2e-c05d-4891-9228-1e918c4ae0bc,Regular live country music,,,,,,,,,,,,,,,,,,,
ce2548a3-47f9-4e24-9ac3-3cd34805290a,Traditional pub,,,,,,,,,,,,,,,,,,,
ce8c001f-8bd1-4a19-a7b6-170cce6dda6e,Outdoor seating,,,,,,,,,,,,,,,,,,,
ceaea7ac-c535-4b98-8e43-9c27fc759fc0,TBC,,,,,,,,,,,,,,,,,,,
cec763ee-5ad8-4b86-8d58-bbf96c5407d9,Traditional pub,,,,,,,,,,,,,,,,,,,
cf3b7582-9056-4f63-8421-67ff8fc2f156,Fri karaoke,,,,,,,,,,,,,,,,,,,
cf5c45aa-aaf6-4ac0-ba85-8cdb27e4d276,Classic pub,,,,,,,,,,,,,,,,,,,
d015539a-55fe-480f-b96d-156382cf87b5,Tue 7.30pm quiz. Fri/Sat DJs. Outdoor seating.,,,,,,,,,,,,,,,,,,,
d05ed054-2d7c-40ab-b2b6-618b7cdd339a, ,,,,,,,,,,,,,,,,,,,
d0a713b3-1211-417a-b221-1b2679230679,Riverside setting with some events,,,,,,,,,,,,,,,,,,,
d0b56227-3c66-40d6-81d7-aa19c1f50dea,Tuesday 8pm quiz,,,,,,,,,,,,,,,,,,,
d0f180bb-334a-4c66-8027-ffa9879ff465,Closed.  Reopens 27th July,,,,,,,,,,,,,,,,,,,
d146e8d7-4e0f-4814-ac83-2b1b419e9ff6,Sandy beach bar. Occasional events. Mon-Wed closed,,,,,,,,,,,,,,,,,,,
d16c1055-642f-4853-a97c-5c7ed1baf76b,Junkyard decor with live drawing on Mon,,,,,,,,,,,,,,,,,,,
d1b6f9d8-77ff-4a30-9ed2-6c3d698c341b,Traditional pub,,,,,,,,,,,,,,,,,,,
d1cab6b6-3c33-4e23-a363-3e0a496ae2cf,3rd Mon nice drawing. Closed Mon,,,,,,,,,,,,,,,,,,,
d234616f-b731-4b14-92cf-f4ba4f8109f5,Traditional pub,,,,,,,,,,,,,,,,,,,
d23dc1c7-778d-45df-a78b-fb96bf7fbfec,Clay pigeon shooting,,,,,,,,,,,,,,,,,,,
d2584afb-c40b-48a2-8c1d-ddb6c7f2e26b,Unique pub,,,,,,,,,,,,,,,,,,,
d258ccd8-c220-4ab7-80e8-489f067d330f,TBC,,,,,,,,,,,,,,,,,,,
d272b768-d040-401f-b3e4-f6f70bce1896,Traditional pub,,,,,,,,,,,,,,,,,,,
d27344c5-c1f5-4d13-b79f-057b14a0a360,Bar billiards and outdoor seating,,,,,,,,,,,,,,,,,,,
d324bef0-4d75-438b-8a2a-9be977c67942,Jazz on Wed/Thur 9.30pm,,,,,,,,,,,,,,,,,,,
d32da59a-43c2-4478-a9a0-70e724acc75a,Karaoke hire on Fri/Sat only,,,,,,,,,,,,,,,,,,,
d345a6b6-b95e-4f35-9cda-66e75badb7a9,"Mon:open mic, Thur: karaoke, Fri/Sat: music, Sun:quiz 8.30pm ",,,,,,,,,,,,,,,,,,,
d39aa0b0-e9c3-4146-9925-ca1c517d068a,Theatre pub,,,,,,,,,,,,,,,,,,,
d3a1324e-92ef-46d4-bcbe-5a616bfe8cee,Traditional pub,,,,,,,,,,,,,,,,,,,
d3b6ad54-f464-4c7c-ad22-703c699ae5ec,Riverside pub. Tue 7.30pm quiz bingo,,,,,,,,,,,,,,,,,,,
d447c775-f09e-4df2-acb5-bfbe06f51f19,False,,,,,,,,,,,,,,,,,,,
d4ea95cf-e3b8-488f-b3c5-160b4cd5d974,Sat live music. Outdoor seating,,,,,,,,,,,,,,,,,,,
d5337a02-d51d-448a-8cce-608673fffdfd,Roof top bar,,,,,,,,,,,,,,,,,,,
d5518e94-d024-4dec-a5ae-7ce30ef25743,Tue quiz. Bar billiards,,,,,,,,,,,,,,,,,,,
d5cd1760-b22e-49e8-832e-6eb5cab180f3,Unique setting,,,,,,,,,,,,,,,,,,,
d5ec18cc-ae6f-4138-a904-a0a68b98adf5,Thur 8pm quiz. Last Tue drag bingo,,,,,,,,,,,,,,,,,,,
d604559d-1c53-4314-b5d8-f8d24caf1c9d,Sun 8pm quiz. Outdoor seating,,,,,,,,,,,,,,,,,,,
d64e6319-ccb2-4ec1-a06a-e651ca038283,Traditional pub,,,,,,,,,,,,,,,,,,,
d6bce8f4-f1db-4b8b-8bcf-c12cb7581e81,Sun 7.30pm quiz. Mon open mic,,,,,,,,,,,,,,,,,,,
d6c545ff-cbe9-46d7-bfb5-bd8ec038dd3a,Wine bar with table tennis table,,,,,,,,,,,,,,,,,,,
d7bbec93-b3c4-4e47-aba4-2edcb9598a21, ,,,,,,,,,,,,,,,,,,,
d7dccf30-51e4-4766-b25f-34b4eec401c7,Traditional pub ,,,,,,,,,,,,,,,,,,,
d82797b4-a664-42c6-9346-2fe5534cce99,TBC,,,,,,,,,,,,,,,,,,,
d85fb6fb-3a43-409d-9dfd-1caa0e992f78,TBC,,,,,,,,,,,,,,,,,,,
d8845018-5e5e-4ad1-8e81-b28760224920,Sun quiz,,,,,,,,,,,,,,,,,,,
d8ac6e40-18aa-4cd2-bad9-c24097babf0d,Craft beer pub,,,,,,,,,,,,,,,,,,,
d8b030ff-fb74-4f72-9cf4-8a3ec8434007,Classic pub,,,,,,,,,,,,,,,,,,,
d99dfb84-5486-422d-9698-cec02a5bb71a,Wine tours,,,,,,,,,,,,,,,,,,,
d9eddec9-79ea-451a-8281-2633fa3e0d7f,Colourful pub with attached theatre. Sun 7.30pm quiz,,,,,,,,,,,,,,,,,,,
da4e463a-461e-4c5a-acbe-6d72ecac2119,0,,,,,,,,,,,,,,,,,,,
da97ad9b-7ee1-4822-a788-85ede5f580b1,Interesting interior,,,,,,,,,,,,,,,,,,,
dabc295c-96f2-44fc-afe0-7b30338e8714,Traditional pub,,,,,,,,,,,,,,,,,,,
dae2c7dc-33bb-421c-9cc2-b2568663e1c9,TBC,,,,,,,,,,,,,,,,,,,
db9735e9-0aa8-4c6b-9ca7-96843efe0c93,Weatherspoons. Thur karaoke,,,,,,,,,,,,,,,,,,,
dba3ecae-092a-4b7a-b78c-3fa24f1bf51f,Traditional pub,,,,,,,,,,,,,,,,,,,
dbd26126-fc61-4fc9-9b3c-a62dc1032abb,Tue 7.30pm chess club. Thur 8pm quiz,,,,,,,,,,,,,,,,,,,
dc337edd-d2e4-4886-89e7-a34ab1892ab9,Wed/Sun jazz,,,,,,,,,,,,,,,,,,,
dc3dc762-de64-421e-bc0b-e861e3766ae2,Rooftop bar with romantic restaurant,,,,,,,,,,,,,,,,,,,
dce72725-aec6-495c-93a4-88fa5b2ddef5,Brewery tours,,,,,,,,,,,,,,,,,,,
dd064338-54da-4ff0-a621-4d49728f8236,Riverside pub with Mon 7.30pm quiz,,,,,,,,,,,,,,,,,,,
ddcba12b-1354-40cb-9164-d34884314057,Tue life drawing. Wed 8pm quiz,,,,,,,,,,,,,,,,,,,
df2bdeae-e905-417b-927e-c915edee287c,Weekday only with outdoor seating,,,,,,,,,,,,,,,,,,,
df57d176-ff32-4323-ab01-7be0c44435f5,Outdoor seating,,,,,,,,,,,,,,,,,,,
df78699d-0f0f-4bef-bbc7-dcbcc926fcc2,Tue quiz,,,,,,,,,,,,,,,,,,,
e08ad1f3-3943-46cd-bdf5-ce9fdcdef72f,Large outdoor area,,,,,,,,,,,,,,,,,,,
e11b2048-5a29-48e1-a059-a87797a18ebc,Mon 8pm quiz. Outdoor seating,,,,,,,,,,,,,,,,,,,
e1981c7d-fc99-45ef-92cf-c4aac6090cfc,Traditional pub,,,,,,,,,,,,,,,,,,,
e1c63b30-18e8-4ce7-a7d9-5dae00d9e3eb,Cafe bar with sofas,,,,,,,,,,,,,,,,,,,
e22e61f5-0e2f-4323-b826-1a389d26087b,0,,,,,,,,,,,,,,,,,,,
e2b92142-0b63-4f83-a618-3563253427b6,Outdoor seating,,,,,,,,,,,,,,,,,,,
e320b2dd-c3d6-42e0-86cf-697ea8b1342a,Classic pub with open fire,,,,,,,,,,,,,,,,,,,
e46163a4-30e2-41c7-8054-98d8f37e5c4b,Traditional pub,,,,,,,,,,,,,,,,,,,
e47ad9d4-9124-4218-b2a8-eabf6a8f54d1,Traditional pub. Closed Mon/Tue,,,,,,,,,,,,,,,,,,,
e491d366-62be-4fbe-802e-0c87cae24721,Views of St.Pauls,,,,,,,,,,,,,,,,,,,
e4a67441-49af-40bd-ad4c-df88ba87f85e,Thur karaoke. Sat/Sun live music,,,,,,,,,,,,,,,,,,,
e5612753-39af-4bbc-80ea-d6e9da2c80e7,Traditional pub,,,,,,,,,,,,,,,,,,,
