address,area_identity,category,place,pub_deletion,pub_identity,pub_latitude,pub_longitude,pub_name,rank,station_identity,colour
"215 Askew Rd, London W12 9AZ, UK",a8270094-1d5b-4558-a1d0-5be568497233,Bar,ChIJl_NTxzMOdkgRPYUPldwLGec,False,0d4dd558-590d-4046-a40d-87b1475fb44a,51.50059300032873,-0.239378772675991,The Eagle,4.2,ae6be160-892c-4f7b-9ec3-9d3a76156d83,#0275d8
"92 Bramley Rd, London W10 6UG, UK",f54b7658-a904-4e35-bfac-585287f06a64,Bar,ChIJKW3RTN8PdkgRvvPz8fEjZoc,False,57da201e-7e6e-4fe2-b63c-3f43e3b4a66f,51.51409192665203,-0.2175244688987732,Pig & Whistle,4.2,97bbca21-c8ab-497f-85da-1a0ecc6227df,#0275d8
"22 Easton St, London WC1X 0DS, UK",87b4b121-bf17-44e7-805a-a860f9ee4b33,Bar,ChIJ980N40UbdkgRpNBFNi52Oxs,False,06e2e2ca-8d55-41ac-bf73-855d9019d6f1,51.52626146684747,-0.111282505095005,The Easton Pub & Kitchen,4.3,d6281a4d-bb07-4586-84b6-c4eab9b52dc4,
"121 Holborn, London EC1N 2TD, UK",87fbc59f-9c44-4e78-b4b5-000ef3b4d559,Bar,ChIJDXDkrE0bdkgRuiAg7mjJij4,False,2b918e0e-447b-4939-97ae-023c542b46d2,51.51800769693776,-0.1082512736320495,Bounce,4.3,d6281a4d-bb07-4586-84b6-c4eab9b52dc4,
"2A Worship St, London EC2A 2AH, UK",00763a76-7504-4fd1-84e1-57184c44e46f,Bar,ChIJBWTd664cdkgRr3oSfWBdQME,False,95ad4247-ce4d-49ed-bc46-c02cba8f72e4,51.52198070799126,-0.0865397974848747,Flight Club,4.5,1cd39885-66f1-47e2-8948-eb468ad78c3f,
"Bentima House, 168-172 Old St, London EC1V 9BP, UK",00763a76-7504-4fd1-84e1-57184c44e46f,Bar,ChIJKzu1nKgcdkgR8cXO3f0QrFc,False,426915da-c971-4b4c-917e-d2eaaf30dce4,51.52518782082911,-0.0905409827828407,The Masque Haunt,3.9,1cd39885-66f1-47e2-8948-eb468ad78c3f,
"235 Old St, London EC1V 9HE, UK",00763a76-7504-4fd1-84e1-57184c44e46f,Bar,ChIJiX3I0wAddkgR17EREehAlzs,False,9b9b6041-bbce-42df-b25f-a012a5a8b635,51.52623643555959,-0.0859339535236358,Simmons Bar,4.7,1cd39885-66f1-47e2-8948-eb468ad78c3f,
"241 Old St, London EC1V 9EY, UK",00763a76-7504-4fd1-84e1-57184c44e46f,Bar,ChIJqZShbaUcdkgRnfbNFlbTZ-U,False,af0953b2-f0f8-4688-88ae-2eab8ee11748,51.5266936715812,-0.0842706486582756,Bounce,4.3,1cd39885-66f1-47e2-8948-eb468ad78c3f,
"134-146 Curtain Rd, London EC2A 3AR, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,Bar,ChIJv16nk7ocdkgR5P9wUhZgUpU,False,eafd0eca-152d-4c97-a0d4-d3f68512420d,51.52655203737377,-0.0801802799105644,The Blues Kitchen,4.3,08d27125-da1f-4d06-bdc3-ee4604a498d0,
"11A Buckfast St, Bethnal Green, London E2 6HJ, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,Bar,ChIJD13KHsYcdkgRXSibBg3jSn0,False,5979a4f9-53f0-4398-b73f-3c6d2ace96e4,51.52568720392146,-0.0658217445015907,The Kings Arms,4.5,75d3e34e-3654-4a83-b2a6-bb658144d808,
"23a Edwardes Square, London W8 6HE, UK",f54b7658-a904-4e35-bfac-585287f06a64,Bar,ChIJU19yc_IPdkgRbLioEADOouk,False,1403808e-3733-4107-bb1b-9ec444a34484,51.49691994592883,-0.1989917457103729,The Scarsdale Tavern,4.5,5c61c469-7a4c-414b-98a0-8f249d6f768b,#0275d8
"Evans & Peel Detective Agency, 310c Earls Ct Rd, London SW5 9BA, UK",d6404801-5f6d-4fcd-b998-45bc07588574,Bar,ChIJ06o6S4oPdkgR2LMY0mizLLA,False,1496934f-16e7-4848-b686-504957119989,51.4901610279605,-0.1909112557768821,Evans & Peel Detective Agency,4.6,5c61c469-7a4c-414b-98a0-8f249d6f768b,#0275d8
"148 Old Brompton Rd, South Kensington, London SW5 0BE, UK",def450bf-c4cf-488e-9602-95a28f6d7020,Bar,ChIJuUcpL2EFdkgRo0e_xFMSsLo,False,4e4833e3-c549-4b19-92d5-c11213f6f775,51.49087560562039,-0.1824861019849777,Duke of Clarence,4.2,f6d8fa90-3a79-4b31-b6a5-58b38b1acd73,#0275d8
"37 Marloes Rd, Greater, London W8 6LA, UK",f54b7658-a904-4e35-bfac-585287f06a64,Bar,ChIJu0JMYfQPdkgRlU2MbW4be_0,False,ebd6f61a-3217-482d-9615-cbee464fe2c3,51.49677487945907,-0.1926493272185325,Devonshire Arms,4.3,92122a6e-85e8-4c8d-9302-cdd6a7f1e6b8,#0275d8
"1 Kensington Ct Pl, Greater, London W8 5BJ, UK",f54b7658-a904-4e35-bfac-585287f06a64,Bar,ChIJ2xcyHPYPdkgRuTc4LY57Ceg,False,40892d31-0764-4136-b44b-02225148939b,51.49940040675357,-0.1883406937122345,The Builders Arms,4.5,92122a6e-85e8-4c8d-9302-cdd6a7f1e6b8,#0275d8
"25 Earls Ct Rd, London W8 6EB, UK",f54b7658-a904-4e35-bfac-585287f06a64,Restaurant,ChIJibmQvoMPdkgRK71kyUczsis,False,e47ad9d4-9124-4218-b2a8-eabf6a8f54d1,51.498178143365735,-0.1978860050439834,The Holland,4.8,92122a6e-85e8-4c8d-9302-cdd6a7f1e6b8,#0275d8
"40 Holland St, London W8 4JJ, UK",f54b7658-a904-4e35-bfac-585287f06a64,Bar,ChIJObvQRvcPdkgRfL7Pyuiu5Sw,False,d64e6319-ccb2-4ec1-a06a-e651ca038283,51.503011903351705,-0.1934878528118133,The Elephant And Castle,4.3,92122a6e-85e8-4c8d-9302-cdd6a7f1e6b8,#0275d8
"30 Queen's Gate Mews, Greater, South Kensington, London SW7 5QL, UK",33869d87-05dc-4728-a03a-c94cbab80292,Bar,ChIJYyay9VsFdkgRV_9ZlHzBQzM,False,0271be42-baf7-4463-86e4-8e82148d4e0e,51.49927663737954,-0.1808445900678634,The Queens Arms,4.3,f6d8fa90-3a79-4b31-b6a5-58b38b1acd73,#0275d8
"87, 89 Walton St, London SW3 2HT, UK",33869d87-05dc-4728-a03a-c94cbab80292,Bar,ChIJ_w7dMEAFdkgRho7ZjVLQo2Q,False,e1c63b30-18e8-4ce7-a7d9-5dae00d9e3eb,51.49429782433321,-0.1674043759703636,Jak's Bar,4.4,af74279e-7098-4d05-b94b-96265be5321c,#0275d8
"49-51 Black Prince Rd, London SE11 6AB, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,Bar,ChIJE53zJ-sEdkgRAxTwPhD8mdU,False,99158172-b45e-4f12-ba5b-44a99db9a74f,51.49136200469071,-0.1182274147868156,The Jolly Gardeners,4.6,2563cba3-2918-4bb7-a4f5-2795994c1e7d,#0275d8
"79 Grosvenor Rd, Pimlico, London SW1V 3LA, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,Bar,ChIJk3ZLruUEdkgRizv6E6-WPfU,False,7b15a256-3742-43ad-94d9-b41f98266050,51.48662158453437,-0.131547600030899,The Grosvenor pub,4.3,0dc4c33c-a54e-4c36-9cc9-ece24b27bd1c,#0275d8
"63 Sancroft St, London SE11 5UG, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,Bar,ChIJu_B3fZQEdkgRGqzDMu6FbeY,False,a89e3f76-afa6-4c4a-96f4-2fbda8ffaa54,51.48921596458158,-0.1144682988524437,The Duchy Arms,4.5,e7375045-767a-4b77-9f95-177e559a56d5,#0275d8
"64 Fentiman Rd, London SW8 1LN, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,Bar,ChIJ3UH32PIEdkgRB2NQXSABQ7o,False,2ee54ca1-e1cf-4d1f-bc86-89c2136cbeae,51.48098554883866,-0.1181617006659507,The Fentiman Arms,4.2,e7375045-767a-4b77-9f95-177e559a56d5,#0275d8
"107 Sumner Rd, Willowbrook Estate, London SE15 6JU, UK",973e12de-e093-438f-8878-6337a0555ee8,Bar,ChIJ1b3ronMDdkgRFflQZckLx14,False,bfbc7812-741b-443c-b9d7-a737434aee94,51.479603889293,-0.0738653540611267,The Olde Apple Tree,4.2,989c19af-5262-4129-b0c2-2beb9ac05c48,#0275d8
"231 Rye Ln, London SE15 4TP, UK",7ff20868-bf74-4699-ab85-c4c337b1a342,Bar,ChIJjVKu16MDdkgRSs4G5W-FsZE,False,04ea139a-05b9-42ee-8bd0-3f3271c750e1,51.467162683595376,-0.0658328086137771,Nags Head,4.2,989c19af-5262-4129-b0c2-2beb9ac05c48,#0275d8
"16 Evelina Rd, London SE15 2DX, UK",3765283d-ade4-45d8-b3fa-2121fc7776ad,Bar,ChIJ0Xft26sDdkgRFsvFykblz-o,False,7a2f2062-ba1c-4d26-94db-a019a562211d,51.469378057077385,-0.0522581487894058,Golden Anchor,4.2,d9b3d1c7-6bfd-4c4f-a723-c93a00275dee,#0275d8
"1 Kitto Rd, London SE14 5SN, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJ2aPBg6wDdkgRfdDfm1hJRqA,False,8d4e6681-dff8-4b38-955a-44fb6e2431cc,51.46747702379984,-0.0494314357638359,Skehans,4.6,d9b3d1c7-6bfd-4c4f-a723-c93a00275dee,#0275d8
"The Old Nun's Head, 15 Nunhead Grn, London SE15 3QQ, UK",7ff20868-bf74-4699-ab85-c4c337b1a342,Bar,ChIJyYYJnaUDdkgR8udKPl7401M,False,cda9928e-ee30-4c1d-a992-327d64725d81,51.46522792939302,-0.059443786740303,The Old Nuns Head,4.5,d9b3d1c7-6bfd-4c4f-a723-c93a00275dee,#0275d8
"28 Nunhead Grn, London SE15 3QF, UK",7ff20868-bf74-4699-ab85-c4c337b1a342,Bar,ChIJCcDhMk8DdkgRCYYKUbrMOUc,False,a37b38ba-4deb-4930-beaf-e29d4faa1a8e,51.46535116459092,-0.0582153350114822,El Vermut,4.8,d9b3d1c7-6bfd-4c4f-a723-c93a00275dee,#0275d8
"202 Ivydale Rd, London SE15 3BU, UK",7ff20868-bf74-4699-ab85-c4c337b1a342,Bar,ChIJO51PtLIDdkgRWMCK_ApWL8o,False,d5ec18cc-ae6f-4138-a904-a0a68b98adf5,51.46130448980788,-0.0470781326293945,The Waverley Arms,4.5,d9b3d1c7-6bfd-4c4f-a723-c93a00275dee,#0275d8
"42 Merrow St, London SE17 2NH, UK",973e12de-e093-438f-8878-6337a0555ee8,Bar,ChIJfwsm-WIDdkgROx5Dwv5Ei8k,False,74b09557-7f64-4357-b20b-70869e7bb253,51.48577895859684,-0.0914901494979858,The Queen Elizabeth,4.3,bc19aff1-8711-4cae-af74-a13b49bd1af4,#0275d8
"42 Kennington Park Rd, London SE11 4RS, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,Bar,ChIJlS8E5ZkEdkgRnmw7DgSyQL0,False,23a49eca-7ba3-4e8e-acc1-24a6ef5bb145,51.48942472778243,-0.1050342991948127,The Old Red Lion,4.5,bc19aff1-8711-4cae-af74-a13b49bd1af4,#0275d8
"185 Kennington Ln, London SE11 4EZ, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,Bar,ChIJz2HMUpEEdkgRKBDcg__XDw0,False,c997af44-8b84-43df-b0d4-91a4479649ca,51.48866169364528,-0.110882855951786,The Tommyfield,4.3,bc19aff1-8711-4cae-af74-a13b49bd1af4,#0275d8
"98 Kennington Ln, London SE11 4XD, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,Bar,ChIJBUDtIZcEdkgR0k-Xw7rA8wM,False,c08f2b51-f079-4dfd-b6df-8a1a9a8f15c3,51.48995581705621,-0.1081590726971626,The King's Arms,4.5,bc19aff1-8711-4cae-af74-a13b49bd1af4,#0275d8
"293 Kennington Rd, London SE11 6BY, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,Bar,ChIJg6EDmJYEdkgRJF-gndur7nI,False,2c9b2177-cd36-4de3-9604-52e27b68e587,51.489184441255176,-0.1108050718903541,The Dog House,4.0,bc19aff1-8711-4cae-af74-a13b49bd1af4,#0275d8
"6 Black Prince Rd, London SE11 6HS, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,Bar,ChIJoZSUGZQEdkgRRuaPt2WZU_w,False,51e49abc-e21e-4865-8a49-304f8babc3de,51.48962931479185,-0.1121743395924568,The Black Prince,4.5,bc19aff1-8711-4cae-af74-a13b49bd1af4,#0275d8
"340 Kennington Rd, London SE11 4LD, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,Bar,ChIJL7h_1pMEdkgR8qO9laV7a74,False,8256f638-00af-4f90-9fdb-aeebbf7986da,51.486405918873,-0.1116063818335533,The Cock Tavern,4.5,e7375045-767a-4b77-9f95-177e559a56d5,#0275d8
"171 Kennington Rd, London SE11 6SF, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,Bar,ChIJG3L6EJYEdkgR3anHSudFIaM,False,d8845018-5e5e-4ad1-8e81-b28760224920,51.49317770953826,-0.1105184108018875,The Ship,4.6,fe504d01-90be-4506-aa69-7c6c5102fb19,#0275d8
"41- 42 Cosser St, London SE1 7BU, UK",31e94930-b83f-4fed-914f-23c75fb14cae,Bar,ChIJbeOfi74EdkgRNd2HLIbnVDQ,False,59b1023e-1eb6-453e-8036-668749bbf31a,51.49689823816991,-0.1126410439610481,The Steam Engine,4.2,fe504d01-90be-4506-aa69-7c6c5102fb19,#0275d8
"111 Waterloo Rd, London SE1 8SG, UK",31e94930-b83f-4fed-914f-23c75fb14cae,Bar,ChIJQ7lrejwFdkgRD-1c2D6Gfxw,False,d5337a02-d51d-448a-8cce-608673fffdfd,51.50280382847538,-0.1102615892887115,Bar Elba Waterloo,4.5,54f3eb8b-4c46-42d1-9b5f-4778650cae45,
"52 Hopton St, London SE1 9JH, UK",9396d9ef-c062-4530-b395-5bae8304c034,Bar,ChIJNT7G7K4EdkgRvOFRBYVemfA,False,49e9472f-a4ea-4195-ab5e-191a4fdcf889,51.50851875945048,-0.1015829667448997,The Founder's Arms,4.2,afa09622-cf9e-46f3-8137-da52aa748819,
"55 Moorgate, London EC2R 6LL, UK",71f589fb-f617-48b9-b779-dc1e8d73b1fe,Bar,ChIJScjkYukddkgRhpOieHyLaPQ,False,d23dc1c7-778d-45df-a78b-fb96bf7fbfec,51.5167389891793,-0.0890728086233139,Clays,4.6,1c537313-6db3-4740-b1b0-f81383ba89fe,
"83 Moorgate, Greater, London EC2M 6SA, UK",71f589fb-f617-48b9-b779-dc1e8d73b1fe,Bar,ChIJX4WugqscdkgRQqM0MsCn8Hs,False,79221a90-d83b-4f07-b756-a493b4801e40,51.5176939136018,-0.0887750834226608,The Globe,4.1,1c537313-6db3-4740-b1b0-f81383ba89fe,
"141-143 Shoreditch High St, London E1 6JE, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,Bar,ChIJJdCSc7ocdkgRqOofbAUhpgs,False,05493a89-5d8f-407c-b5ca-d269f6d5af55,51.52606017318456,-0.0782085210084915,Barrio,4.3,08d27125-da1f-4d06-bdc3-ee4604a498d0,
"359 Bethnal Grn Rd, London E2 6LG, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,Bar,ChIJKQybmMUcdkgRvKkwtJ1nuC4,False,be392cbb-c520-4bf8-b2bc-af0185a610e1,51.52685908475908,-0.0621035322546958,The Star of Bethnal Green,4.1,75d3e34e-3654-4a83-b2a6-bb658144d808,
"Arch 63 Pedley St, Bethnal Green, London E1 5BW, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,Bar,ChIJH5sD2sgcdkgRN0ZoOregbes,False,9ed0b369-18f3-45e5-b53e-028a2747cfa8,51.52315810803491,-0.0652360171079635,Pedley Street Station,4.5,75d3e34e-3654-4a83-b2a6-bb658144d808,
"199 Cambridge Heath Rd, London E2 0EL, UK",031970b0-c0f6-450a-8515-4129c30f3302,Bar,ChIJd-rG30kddkgRkUDIyBCSy3M,False,9321fedb-a70a-42a3-a59f-1ba4ca6621d6,51.52470449455053,-0.0550845265388488,Three Colts Tavern,4.8,ff9f143a-4b17-424b-a8fc-1730006f68ef,
"277 Globe Rd, Bethnal Green, London E2 0JE, UK",031970b0-c0f6-450a-8515-4129c30f3302,Bar,ChIJwXZ-ZdkcdkgRPIsRQylFhnI,False,9fb9e451-6e05-4804-9e9c-a41156ba4d6d,51.52892117136097,-0.0520965456962585,The Camel,4.7,ff9f143a-4b17-424b-a8fc-1730006f68ef,
"127 Grove Rd., Bow, London E3 5BH, UK",031970b0-c0f6-450a-8515-4129c30f3302,Bar,ChIJNzPYDI4ddkgRO6lOBsUTwTs,False,56d385be-abf8-4bf1-9afd-8c57441333c7,51.5291136919768,-0.0406119972467422,The Palm Tree,4.5,3e89983c-4640-4962-9569-286596907661,
"588 Mile End Rd, London E3 4PH, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJg5LQeDAddkgRGFCbOmvIFdQ,False,9d5bc568-a41e-4313-a875-2a65f4ec3ef2,51.525297543732414,-0.0327299907803535,Rusty Bike Pub,4.4,3e89983c-4640-4962-9569-286596907661,
"125 Bow Rd, Bow, London E3 2AN, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJ38VviEYddkgRvOpGRZ7Jfiw,False,43cbab67-43e7-4615-bd45-910886f17d30,51.52784007893555,-0.0224906578660011,Little Driver,4.3,749c295d-c53a-4726-b9d6-c929a15b4d9a,
"116 Bow Rd, Bow, London E3 3AA, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJO0rNWUYddkgRLKYEGxRBrSs,False,9231995a-345b-46a6-86e7-37642cf70e97,51.52797628589664,-0.0197568163275718,The Bow Bells,4.4,749c295d-c53a-4726-b9d6-c929a15b4d9a,
"50 Lichfield Rd, London E3 5AL, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJ40eQBjsddkgRjMVAHOS497U,False,0789f736-9172-4748-8736-6d71f3d9b4e4,51.52834610764241,-0.0334732979536056,The Lord Tredegar,4.5,3e89983c-4640-4962-9569-286596907661,
"110 Grove Rd., Bow, London E3 5TH, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Restaurant,ChIJtZ_YCiQddkgRFAxkub67BuU,False,f2deca00-404e-4a66-87ac-06fcd27521a9,51.52908657644635,-0.0382804870605468,The Victoria,4.3,3e89983c-4640-4962-9569-286596907661,
"402 Old Ford Rd., Bow, London E3 5NR, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJ6_DRyCIddkgRpt4bct8ZovM,False,143ea7fa-72e7-47a9-b034-8f95a5465e62,51.53443574075676,-0.035712607204914,Lord Morpeth,4.4,3e89983c-4640-4962-9569-286596907661,
"112 Anglo Rd, Old Ford, London E3 5HD, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJdaS7lT4ddkgRKN_-0RK9t2M,False,086c0823-e45c-4973-9bff-ef07bbb9d14a,51.53212883821615,-0.0281058624386787,The Green Goose,4.5,8de24259-8e46-488a-a92e-880416cf8cd4,
"3 Succession Walk, Fish Island, London E3 2RX, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJZyi272oddkgRyt7XJ_N6LIg,False,a28b9b6b-b92c-491c-b241-269104e4b20c,51.540536653954696,-0.0208240002393722,Rule Zero,4.7,a0923153-0281-4929-ad5e-5f65c28f1437,
"Main Yard, 98C Wallis Rd, London E9 5LN, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJiVi93mwddkgRraVdtxcKIOI,False,24011888-8956-4721-bd31-16e25befa503,51.54371201674646,-0.0227390974760055,Grow,4.5,a0923153-0281-4929-ad5e-5f65c28f1437,
"Unit 7 Queen's Yard, London E9 5EN, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJz6d5wWwddkgRfjfdJoICDvE,False,bf525a4f-4c2f-42cb-9ecd-1513e1decf68,51.54296594734701,-0.0221168249845504,CRATE Brewery,4.4,a0923153-0281-4929-ad5e-5f65c28f1437,#0275d8
"90 Wallis Rd, London E9 5LN, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJ41jhLm0ddkgRl1xKQd1j3pY,False,64a3a706-c4b2-4a1c-81fe-278ddc1fb014,51.5443930185492,-0.0227280333638191,Number 90,4.1,a0923153-0281-4929-ad5e-5f65c28f1437,#0275d8
"Mint Lounge, 406a Hoe St, London E17 9AA, UK",243b75de-2b66-48a4-a302-4d8800692296,Bar,ChIJa9nVRpMddkgRao7erNSt77Q,False,f7f4c32c-c57b-4e00-a47c-3090616cd866,51.57716621670222,-0.0163131952285766,Mint Lounge,4.6,4cb5aabd-df77-44d4-9f6a-e0452b6f00fa,#d9534f
"9 Orford Rd, London E17 9LP, UK",be3be431-d8c0-4327-83e7-4718f2d97d97,Bar,ChIJ6VEr-_EddkgRrOJ9YVG8gNk,False,284bc813-b322-4dfc-9476-0a96d7bf5b53,51.58410659899248,-0.011259913444519,The Nags Head,4.2,4cb5aabd-df77-44d4-9f6a-e0452b6f00fa,#d9534f
"391 High Rd. Leyton, London E10 5NA, UK",243b75de-2b66-48a4-a302-4d8800692296,Bar,ChIJZSmXQoMddkgR8-RedYZfGI8,False,94788b05-bb7f-4428-9b59-93e2d3ce7183,51.561523553268415,-0.0105689093470573,The Coach & Horses,4.4,a8cd320a-74ce-4625-82eb-d0bfe6807e25,
"148 Major Rd, London E15 1DY, UK",3738367d-e50c-45bb-b380-6a2c3b13572a,Bar,ChIJ37ZnSXwddkgRU0He6V7VS0A,False,93c74508-cfb4-4b02-ae5d-10bb3cf304f1,51.55032726971763,-0.0028987973928451,Leyton House Working Mens Club & Institute,4.3,ab586c26-a254-4028-8ac3-5832e1be45e1,
"12-14 Broadway, London E15 4QS, UK",3738367d-e50c-45bb-b380-6a2c3b13572a,Bar,ChIJeYdTMDGn2EcR5Vizo1CyA04,False,c00317f7-3f5a-4b01-9f11-4833c28b0d2a,51.540249926221286,0.0002011656761169,The Abbey Tap,4.6,daa34e82-d791-4951-9210-9808f4a9344d,
"17 Carpenters Rd, London E15 2JH, UK",3738367d-e50c-45bb-b380-6a2c3b13572a,Bar,ChIJjfsAL2cddkgRgNWdCusOW0Q,False,105f372b-0c99-4eaf-8490-6355c87414b7,51.53822880938189,-0.00642791390419,The Carpenter's Arms,4.5,daa34e82-d791-4951-9210-9808f4a9344d,
"2 Devas St, London E3 3LL, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJkw7fMVAddkgRWnqvygW9dtQ,False,a39b6beb-b087-40ec-878b-9697d602e4e8,51.523369427676656,-0.010981298983097,Galvanisers Union,4.3,e8653730-2d95-4247-a9d3-6fd1c71c780f,#0275d8
"171 Devons Rd, Bow, London E3 3QX, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJBd2HMkoddkgRzoWLCiVVXTM,False,e22e61f5-0e2f-4323-b826-1a389d26087b,51.51957595531724,-0.0207123532891273,The Angel of Bow,4.6,019bb2f5-00ab-45d5-b656-5f391f1063fb,#0275d8
"17 Barnes St, London E14 7NW, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJ29iUa9MCdkgR-zfe-XH3JpI,False,0b077dca-28af-4973-88c4-39ffe0b4f2cf,51.51354901675408,-0.0398764014244079,The Old Ship,4.4,4021ace9-c476-4660-9b17-4e6782f98b13,#0275d8
"78-80 Wapping Ln, London E1W 2RT, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,Restaurant,ChIJL2M3DEQDdkgRKqtskTW8fL0,False,627185f0-212d-43d6-ad3c-8d0f1a5e6108,51.50469253750863,-0.0575749576091766,Wapping Tavern,4.7,10ff0f00-2b51-4f14-ad3e-09939c8cf71e,
"108 Wapping High St, London E1W 2NE, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,Bar,ChIJhe4pwDoDdkgRAU2tFrCp0fU,False,dd064338-54da-4ff0-a621-4d49728f8236,51.50341239785664,-0.0580014288425445,The Captain Kidd,4.3,10ff0f00-2b51-4f14-ad3e-09939c8cf71e,
"14 Watts St, London E1W 2QG, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,Bar,ChIJe_pPGjADdkgRIEqt7g-LTpE,False,c0bcde91-19f3-4668-a350-21136331e28d,51.50534281965144,-0.0594022125005722,Turner's Old Star,4.5,10ff0f00-2b51-4f14-ad3e-09939c8cf71e,
"62 Wapping High St, London E1W 2PN, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,Bar,ChIJ7QtQYToDdkgRVUNbGjYt2LU,False,afd355ac-6e0e-4a67-8e2d-18769b909abb,51.503454554968215,-0.0619130954146385,Town of Ramsgate,4.4,10ff0f00-2b51-4f14-ad3e-09939c8cf71e,
"163 Rotherhithe St, London SE16 5QU, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJhwNp3icDdkgRZ0eKNc_cQP0,False,039eff8c-6227-49b2-be8a-36126274addf,51.50461427763928,-0.0476061925292015,Salt Quay,3.8,28bd21f4-5a9c-42e5-8103-04e9769f7709,#0275d8
"39-47 Saint Marychurch St, London SE16 4JE, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,Restaurant,ChIJP2aSFSQDdkgRPnI3Uh0gy2I,False,e5a2d84a-ce35-4087-9faa-ab8ebf3549f0,51.50056231971606,-0.0550020486116409,The Ship Rotherhithe,4.4,28bd21f4-5a9c-42e5-8103-04e9769f7709,#0275d8
"101 Bermondsey Wall E, London SE16 4NB, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,Bar,ChIJu6FqNjsDdkgRS8MOuaNPjD0,False,43e5dbec-ad39-4c6c-95bd-68967a88d04a,51.50065770087279,-0.0590481609106063,The Angel,4.3,10ff0f00-2b51-4f14-ad3e-09939c8cf71e,
"94 Bermondsey Wall E, London SE16 4TY, UK",3765283d-ade4-45d8-b3fa-2121fc7776ad,Bar,ChIJVYnj4zsDdkgRwZU7l1KpfJ8,False,31578bef-e1d2-4852-a548-beda55ab792c,51.50021669179532,-0.0641849264502525,The Old Justice,4.8,2a815311-c162-4c4a-94bf-e5a3e1638564,#0275d8
"72 St James's Rd, London SE16 4QZ, UK",3765283d-ade4-45d8-b3fa-2121fc7776ad,Bar,ChIJh1tJXp8DdkgR0tQVzkc856k,False,f8912654-fd42-472b-ab2c-efdf4522b44f,51.49544233362619,-0.065835490822792,St James of Bermondsey,4.1,2a815311-c162-4c4a-94bf-e5a3e1638564,
"418 Southwark Park Rd., London SE16 2ET, UK",3765283d-ade4-45d8-b3fa-2121fc7776ad,Bar,ChIJj9kSTD0DdkgRgdDF7jDzbxI,False,030c2476-0498-4cdf-8368-5a55a1e8f902,51.49494721111926,-0.0588734820485115,The Stanley Arms,4.1,2a815311-c162-4c4a-94bf-e5a3e1638564,
"80 Druid St, London SE1 2HQ, UK",973e12de-e093-438f-8878-6337a0555ee8,Bar,ChIJE7M8sUYDdkgRVzvkzA_afC8,False,569209fe-7b87-4d11-8d24-3525d6b8e560,51.49968113031072,-0.075223222374916,London Beer Factory,4.5,43b81dfd-68c0-440d-88f7-99847590bee5,
"61 Royal Mint St, London E1 8LG, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,Bar,ChIJU2RB6TUDdkgRdMFTLtY_DYU,False,55160e29-789d-4ec1-ae2c-07ae7dd30194,51.51071063188417,-0.0690896809101104,Simmons Bar,4.8,43b81dfd-68c0-440d-88f7-99847590bee5,
